setId,id,prompt,choice1,choice2,choice3,choice4,choice5,choice6,correctAnswers,select
acronyms-4,33,Which wireless technology enables identification and tracking of tags attached to objects?,WTLS,GPS,RFID,NFC,,,RFID,1
acronyms-4,34,Which of the following answers refers to a tunneling protocol that is often used in combination with IPsec to secure VPN connections?,GRE,L2TP,BGP,SSL,,,L2TP,1
acronyms-4,35,Which of the answers listed below refers to a cloud computing service model in which clients instead of buying all the hardware and software purchase computing resources as an outsourced service from suppliers who own and maintain all the necessary equipment and software?,SaaS,DaaS,PaaS,IaaS,,,IaaS,1
acronyms-5,1,Which of the following answers refers to a protocol used to set up secure connections and exchange of cryptographic keys in IPsec VPNs?,SSL,IKE,ESP,DHE,,,IKE,1
acronyms-5,2,An access control model that enforces the strictest set of access rules is known as:,MAC,RBAC,DAC,ABAC,,,MAC,1
acronyms-5,3,Which of the acronyms listed below refers to a cryptographic software tool for secure email communication and data protection?,DES,PEM,EFS,PGP,,,PGP,1
acronyms-5,4,What type of action allows an attacker to exploit the XSS vulnerability?,Code injection,Banner grabbing,PIN recovery,Input validation,,,Code injection,1
acronyms-5,5,A type of vulnerability where the state of a resource is verified at one point in time but may change before the resource is actually used is called:,TOC,TOC/TOU,TOU,TSIG,,,TOC/TOU,1
acronyms-5,6,The term SMS is used in reference to:,Text messaging services,Enhanced messaging services,Multimedia messaging services,Rich communication services,,,Text messaging services,1
acronyms-5,7,Which of the following terms refers to a framework and knowledge base that provides understanding of TTPs used during cyberattacks?,CVSS,ATT&CK,TAXII,STIX,,,ATT&CK,1
acronyms-5,8,Which of the answers listed below refers to a security solution that provides the capability for detection analysis response and real-time monitoring of cyber threats at the device level?,SWG,CASB,EDR,NGFW,,,EDR,1
acronyms-5,9,Which of the following answers refers to a system containing mappings of domain names to various types of data such as numerical IP addresses?,TCP/IP,DNS,SQL,DHCP,,,DNS,1
acronyms-5,10,The term OTA refers to the process of wirelessly transmitting data updates or information to electronic devices such as smartphones tablets or IoT devices typically using cellular networks Wi-Fi or other wireless communication methods,True,False,,,,,True,1
acronyms-5,11,Which of the acronyms listed below refers to a piece of hardware and associated software firmware designed to provide cryptographic and key management functions?,EFS,HSM,SFC,TPM,,,HSM,1
acronyms-5,12,What is a PUP?,A type of computer program not explicitly classified as malware by AV software,An application downloaded and installed without the user's consent,A type of software that may adversely affect the computer's security and performance compromise user's privacy or display unsolicited ads,An application downloaded and installed with the user's consent,A type of computer program explicitly classified as malware by AV applications,A type of free utility software often bundled with a paid app,,A type of computer program not explicitly classified as malware by AV software;A type of software that may adversely affect the computer's security and performance compromise user's privacy or display unsolicited ads;An application downloaded and installed with the user's consent,3
acronyms-5,13,A measure of the likelihood that a biometric security system will incorrectly reject an access attempt by an authorized user is referred to as:,FAR,CER,CRC,FRR,,,FRR,1
acronyms-5,14,Which of the following enables the automation of vulnerability scanning and compliance checking?,SAML,OVAL,SCAP,SASE,,,SCAP,1
acronyms-5,15,Which of the acronyms listed below refers to a comprehensive strategy and set of procedures designed to ensure that an organization can continue its critical operations and functions during and after a disruptive event?,BIA,SLE,BCP,BPA,,,BCP,1
acronyms-5,16,Given the computational limitations of IoT devices smartcards and mobile devices which of the following digital signature algorithms would be the most efficient choice due to its smaller key size and lower computational requirements?,RSA,ECDHE,DSA,ECDSA,ECC,,ECDSA,1
acronyms-5,17,Which type of software is used to prevent detect and remove malware from computer systems and networks?,IDS,SaaS,AV,WAF,,,AV,1
acronyms-5,18,An estimate based on the historical data of how often a threat would be successful in exploiting a vulnerability is known as:,ALE,SLA,ARO,SLE,,,ARO,1
acronyms-5,19,Which of the answers listed below refers to a rule-based access control mechanism associated with files and or directories?,EFS,FACL,FIM,NTFS,,,FACL,1
acronyms-5,20,Which of the following answers refers to a DNS TXT record that allows the owner of a domain to specify all the servers authorized to send mail from their domain?,DKIM,SRV,CNAME,SPF,,,SPF,1
acronyms-5,21,Which of the answers listed below refers to a cryptographic method used to verify that a message or data has remained unaltered during transmission and originates from an authorized source?,MAC,CBC,PEM,GCM,,,MAC,1
acronyms-5,22,Which of the following answers refers to a network security technology designed to monitor WLANs for unauthorized access security threats and suspicious activities?,UTM,WIDS,NGFW,WAF,,,WIDS,1
acronyms-5,23,Which of the acronyms listed below refers to a client-server protocol that provides centralized AAA services for remote-access users?,OAuth,RADIUS,LDAP,OpenID,,,RADIUS,1
acronyms-5,24,Which type of software enables centralized administration of mobile devices?,MFA,MMC,MDM,MFD,,,MDM,1
acronyms-5,25,Which of the following defines a file format for storing and exchanging personal identity information including private keys and digital certificates?,P10,P11,P12,P13,,,P12,1
acronyms-5,26,Which of the answers listed below refers to a cryptographic key exchange protocol that leverages ECC for enhanced security and efficiency?,IKE,ECDHE,DHE,ECDSA,,,ECDHE,1
acronyms-5,27,The term MTTF refers to a metric that represents the average amount of time a device or system is expected to operate before experiencing its first failure,True,False,,,,,True,1
acronyms-5,28,In modern OSs this feature prevents malicious code from executing in certain memory regions intended for data,DEP,ECB,DLP,CRC,,,DEP,1
acronyms-5,29,Which of the following enables the exchange of information between computer programs?,API,UI,Device drivers,SDK,,,API,1
acronyms-5,30,A cloud computing service model offering remote access to applications based on monthly or annual subscription fee is called:,PaaS,SaaS,IaaS,DaaS,,,SaaS,1
acronyms-5,31,RTBH is a type of DDoS attack,True,False,,,,,False,1
acronyms-5,32,Which AES key length provides the highest level of security?,128-bit key,192-bit key,256-bit key,320-bit key,,,256-bit key,1
acronyms-5,33,Which of the answers listed below refers to a specific type of ICS?,SoC,CVSS,SCADA,RTOS,,,SCADA,1
acronyms-5,34,The MIME specification extends the email message format beyond simple text enabling the transfer of graphics audio and video files over the Internet mail system S/MIME is an enhanced version of the MIME protocol that enables email security features by providing encryption authentication message integrity and other related services,True,False,,,,,True,1
acronyms-5,35,Which part of the IPsec protocol suite provides authentication and integrity?,CRC,AH,SIEM,AES,,,AH,1
acronyms-6,1,A network protocol used for secure file transfer over SSH is known as:,TFTP,SFTP,SCP,FTPS,,,SFTP,1
acronyms-6,2,Which of the answers listed below refers to a virtualization platform for delivering virtual desktops to a community of users?,VDE,VNC,VDI,RDP,,,VDI,1
acronyms-6,3,A solution that simplifies configuration of new wireless networks by allowing non-technical users to easily configure network security settings and add new devices to an existing network is called:,WPA,WPS,WEP,WAP,,,WPS,1
acronyms-6,4,Which of the following answers refers to a text-based command interpreter and scripting language for Unix-like operating systems?,CLI,JS,Bash,cmd.exe,,,Bash,1
acronyms-6,5,A networking hardware device connecting wireless devices to a wired network is referred to as:,WAF,AP,RAS,NIC,,,AP,1
acronyms-6,6,Which of the answers listed below refers to a mobile device deployment model where organizations provide and own the devices while allowing their personal use?,BYOD,COPE,VDI,CYOD,,,COPE,1
acronyms-6,7,Which of the following answers refers to a non-cryptographic hash function often used for error-checking purposes?,MD5,CRC,SHA,RIPEMD,,,CRC,1
acronyms-6,8,What is the name of a network layer protocol that specifies the format of packets and addressing scheme in network communications?,UDP,IP,TCP,NetBIOS,,,IP,1
acronyms-6,9,The term P2P refers to a centralized network architecture in which each participant in the network can act both as a client and a server enabling direct communication and file sharing between individual users without the need for a central server or intermediary,True,False,,,,,False,1
acronyms-6,10,Which of the answers listed below refers to a set of standards and specifications that define various cryptographic techniques including formats for public keys private keys digital signatures and digital certificates?,ITIL,RFC,PKCS,ISO/IEC,,,PKCS,1
acronyms-6,11,Which of the following answers refers to a tunneling point-to-point protocol?,EAP,PPTP,MPLS,PPP,,,PPTP,1
acronyms-6,12,Which of the answers listed below refers to a logical operation commonly used in the context of cybersecurity particularly in encryption and obfuscation techniques?,AND,OR,NOT,XOR,,,XOR,1
acronyms-6,13,Which of the following answers refers to a public-key cryptosystem used for digital signatures secure key exchange and encryption?,DHE,RSA,AES,DSA,,,RSA,1
acronyms-6,14,An authentication mechanism that generates one-time passwords based on the current time and a secret key is known as:,OAuth,TOTP,RADIUS,HOTP,,,TOTP,1
acronyms-6,15,Which of the answers listed below refers to the process of maintaining the integrity of files and data?,DLP,SIEM,FIM,SHA,,,FIM,1
acronyms-6,16,Which of the following provides a countermeasure against SPOF?,HA,DLP,VM,AAA,,,HA,1
acronyms-6,17,In the AAA security architecture the process of tracking accessed services and logging resource consumption is called:,Auditing,Authentication,Authorization,Accounting,,,Accounting,1
acronyms-6,18,Which of the answers listed below refers to a method that enables secure conversion of user passwords into cryptographic keys?,PBKDF2,PFS,RIPEMD,PKCS #7,,,PBKDF2,1
acronyms-6,19,Which of the following solutions provides passive network security breach response on an individual computer system?,HIDS,NIPS,HIPS,NIDS,,,HIDS,1
acronyms-6,20,Which of the answers listed below refers to a system that identifies defines and catalogs publicly known cybersecurity vulnerabilities?,TAXII,CVE,STIX,CVSS,,,CVE,1
acronyms-6,21,Which of the following answers refers to a deprecated largely replaced by AES symmetric-key block cipher encryption algorithm?,ECDSA,RSA,IDEA,DSA,,,IDEA,1
acronyms-6,22,A limit on the maximum amount of data that can be transmitted over a network without fragmentation is referred to as:,DSU,CSU,FPS,MTU,,,MTU,1
acronyms-6,23,Which of the answers listed below refers to a standardized method employed by the US federal government to authenticate the identities of employees and contractors via smart card-based credentials?,PIV,MFA,SAE,PKI,,,PIV,1
acronyms-6,24,Which of the following answers refers to an organized approach to managing and mitigating security incidents?,XDR,IR,SOAR,IRP,,,IR,1
acronyms-6,25,Which type of technology enables contactless payment transactions?,NFC,IR,PED,WAP,,,NFC,1
acronyms-6,26,An agreement between a service provider and users defining the nature availability quality and scope of the service to be provided is known as:,SOW,MSA,SLA,MOU,,,SLA,1
acronyms-6,27,Which of the answers listed below refers to a cybersecurity approach that focuses on recognizing and addressing potential threats originating from multiple sources?,XDR,WAF,EDR,SWG,,,XDR,1
acronyms-6,28,Which of the following acronyms refers to a client authentication method used in WPA3?,SAE,IKE,PSK,AES,,,SAE,1
acronyms-6,29,Which of the answers listed below refers to a solution used for authentication authorization and user identity management?,ICS,AAA,CIA,IAM,,,IAM,1
acronyms-6,30,Which of the following answers refers to a security solution that provides control over elevated i.e. administrative type accounts?,MFA,IAM,SSO,PAM,,,PAM,1
acronyms-6,31,A device designed to provide emergency power during an unexpected main power source outage is called:,UPS,PoE,SVC,PSU,,,UPS,1
acronyms-6,32,Which of the answers listed below refers to an authentication method that enables the signing of an outbound email message with a digital signature?,SPF,DKIM,SRV,DMARC,,,DKIM,1
acronyms-6,33,The term VLAN refers to a logical grouping of computers that allow computer hosts to function as if they were attached to the same broadcast domain regardless of their physical location,True,False,,,,,True,1
acronyms-6,34,Which of the following answers refers to a method that binds a combination of private IP address and port number with a corresponding public IP address and port information?,PAT,NAC,DNS,ARP,,,PAT,1
acronyms-6,35,A file system format used in Windows OSs that offers improved performance security and file management is referred to as:,ext4,EFS,NTFS,HFS+,,,NTFS,1
acronyms-7,1,What is the fastest way for checking the validity of a digital certificate?,CRL,OSPF,CSR,OCSP,,,OCSP,1
acronyms-7,2,Which of the terms listed below refers to a process of intercepting network traffic data for analysis and troubleshooting purposes?,AIS,PCAP,EDR,MaaS,,,PCAP,1
acronyms-7,3,In a Kerberos-protected network, this type of secure token is granted to users during their initial login to enable them access to multiple network services without the need to re-enter their login information.,OTP,TGT,AS,TGS,,,TGT,1
acronyms-7,4,Which of the following answers refers to a language primarily used for automating the assessment of security vulnerabilities and configuration issues on computer systems?,OVAL,SAML,XML,SOAP,,,OVAL,1
acronyms-7,5,A remote access authentication protocol used primarily in Microsoft networks that periodically re-authenticates client at random intervals to prevent session hijacking is known as:,PEAP,MSCHAP,LEAP,CHAP,,,MSCHAP,1
acronyms-7,6,Which of the acronyms listed below refers to a formal and legally binding document that specifies detailed terms, obligations, and responsibilities of all parties involved?,SOW,MOA,MSA,MOU,,,MOA,1
acronyms-7,7,Which of the following answers refers to CSRF?,A cyberattack in which an attacker intercepts and maliciously retransmits data or authentication requests to gain unauthorized access or impersonate a legitimate user or system,A type of malicious attack where unauthorized commands are transmitted from a user's browser to a web application without their knowledge or consent often leading to actions being taken on their behalf,A security vulnerability that allows attackers to inject malicious scripts into web pages viewed by other users potentially leading to data theft or manipulation,A type of cyberattack where malicious code is injected into a web application's input fields to manipulate the database and gain unauthorized access to data or perform malicious actions,,,A type of malicious attack where unauthorized commands are transmitted from a user's browser to a web application without their knowledge or consent often leading to actions being taken on their behalf,1
acronyms-7,8,ARP provides:,IP-to-FQDN mapping,MAC-to-IP mapping,FQDN-to-IP mapping,IP-to-MAC mapping,,,IP-to-MAC mapping,1
acronyms-7,9,A set of procedures put in place to recover IT systems and data following a major disruption is called:,DRP,BIA,SLE,BCP,,,DRP,1
acronyms-7,10,Which of the answers listed below refers to a network protocol used for synchronizing clocks over a computer network?,NTP,VTP,NNTP,RTP,,,NTP,1
acronyms-7,11,An integrated circuit combining components typically found in a standard computer system is referred to as:,HSM,TPM,SoC,BIOS,,,SoC,1
acronyms-7,12,Which of the following acronyms refers to a document that authorizes, initiates, and tracks the progress and completion of a particular job or task?,SOW,WO,SLA,MSA,,,WO,1
acronyms-7,13,Which of the answers listed below refers to a protocol used by routers, hosts, and network devices to generate error messages and troubleshoot problems with delivery of IP packets?,CCMP,RSTP,ICMP,SNMP,,,ICMP,1
acronyms-7,14,Which of the following terms refer to the characteristic features of DSL?,Leased lines,Copper cabling,Telephone lines,Fiber-optic cabling,Last mile solutions,WAN links,,Copper cabling;Telephone lines;Last mile solutions,3
acronyms-7,15,A type of trusted third party that issues digital certificates used for creating digital signatures and public-private key pairs is known as:,RA,IKE,CA,CSP,,,CA,1
acronyms-7,16,Which of the answers listed below refers to a mobile device deployment model that allows employees to use private mobile devices for accessing company's restricted data and applications?,COPE,BYOD,JBOD,CYOD,,,BYOD,1
acronyms-7,17,What is the name of a US government initiative providing a set of procedures and plans that an organization can implement to ensure continued performance of its essential functions during unexpected events?,SLA,COOP,RPO,BCP,,,COOP,1
acronyms-7,18,Which of the following answers refers to a policy framework that allows domain owners to specify how email receivers should handle emails that fail authentication checks?,DKIM,SPF,PGP,DMARC,,,DMARC,1
acronyms-7,19,Which of the answers listed below refers to a deprecated wireless authentication protocol developed by Cisco?,PEAP,EAP-TTLS,LEAP,EAP-TLS,,,LEAP,1
acronyms-7,20,A cloud-based solution that provides ongoing oversight and supervision of IT assets and services is called:,PaaS,IaaS,SaaS,MaaS,,,MaaS,1
acronyms-7,21,Which of the following terms is used to describe all aspects of software development?,PLC,SDLC,QA,SDLM,,,SDLM,1
acronyms-7,22,Which of the answers listed below refers to a markup language for exchanging authentication and authorization data?,SAML,XML,SOAP,XHTML,,,SAML,1
acronyms-7,23,What are the characteristic features of SAML?,Enables only the exchange of SSO authorization data,Handles both authentication and authorization for SSO,Uses XML for data exchange,Commonly used in enterprise environments and legacy systems,Enables only the exchange of SSO authentication data,Uses JSON for data exchange,Specifically designed for web and mobile applications,,Handles both authentication and authorization for SSO;Uses XML for data exchange;Commonly used in enterprise environments and legacy systems,3
acronyms-7,24,Which DNS TXT records are used for spam management?,SPF,DKIM,SRV,DMARC,PTR,,SPF;DKIM;DMARC,3
acronyms-7,25,Which of the following terms can be used as a synonym for an aerial drone?,UGV,UAV,USV,UAP,,,UAV,1
acronyms-7,26,A software development approach that aims for speedy application creation and continuous improvement through iterative development and user collaboration is referred to as:,FDD,DevOps,RAD,SaaS,,,RAD,1
acronyms-7,27,Which of the protocols listed below is referred to as a connectionless unreliable or best-effort protocol?,MPLS,TCP,SMTP,UDP,,,UDP,1
acronyms-7,28,Which of the following answers refers to a software tool that provides a single management interface for mobile devices PCs printers IoT devices and wearables?,MDM,RCS,UEM,MAM,,,UEM,1
acronyms-7,29,Which of the answers listed below refers to a technology that allows USB devices to act as both hosts and peripherals enabling them to connect to and communicate with other USB devices directly without the need for a computer or dedicated host?,PnP,OTG,P2P,HCI,,,OTG,1
acronyms-7,30,A messaging service that allows users to send content such as images videos and audio along with text messages to mobile devices is known as:,MMS,IRC,IM,SMS,,,MMS,1
acronyms-7,31,What is a common target of XSS?,Physical security,Alternate sites,Dynamic web pages,Removable storage,,,Dynamic web pages,1
acronyms-7,32,Which of the following answers refers to a security policy enforcement software tool or service placed between cloud service users and cloud applications?,UTM,CASB,NGFW,DMVPN,,,CASB,1
acronyms-7,33,Which of the answers listed below refers to a set of procedures put in place to recover IT systems and data following a major disruption?,BCP,DRP,IRP,ERP,,,DRP,1
acronyms-7,34,A technology that enables real-time analysis of security alerts generated by network hardware and applications is called:,LACP,DSCP,SIEM,LWAPP,,,SIEM,1
acronyms-7,35,Which of the following acronyms refers to a senior executive responsible for technology-related decision-making and planning?,CIO,CEO,CTO,CSO,,,CTO,1
acronyms-8,1,Which of the answers listed below refers to a mobile device's built-in functionality enabling the usage of locator applications?,WPS,GSM,SIM,GPS,,,GPS,1
acronyms-8,2,Which of the following answers refers to a unique 48-bit address assigned to every network adapter?,PIN,SSID,IP,MAC,,,MAC,1
acronyms-8,3,In older, non-UEFI based PCs, the first sector of a storage drive containing information about partitions and a piece of executable code used to load the installed OS is called:,MBR,GPT,PXE,GUID,,,MBR,1
acronyms-8,4,In cloud computing, users on an on-premises network take advantage of a transit gateway to connect to:,WAN,VPC,SAN,VLAN,,,VPC,1
acronyms-8,5,Which of the answers listed below refer to DSA?,Asymmetric algorithm,Used for the key exchange process,Symmetric algorithm,Provides authentication integrity and non-repudiation,Specifically designed for creating and verifying digital signatures,Used for encryption,,Asymmetric algorithm;Provides authentication integrity and non-repudiation;Specifically designed for creating and verifying digital signatures,3
acronyms-8,6,Which of the following acronyms refer to office equipment that combines the functionality of multiple devices?,MFD,IoT,MFP,PED,MFA,,MFD;MFP,2
acronyms-8,7,Which of the answers listed below describe(s) the characteristics of ECDSA?,Provides authentication integrity and non-repudiation,Based on elliptic curve cryptography,Designed for data encryption,Specifically designed for creating and verifying digital signatures,More computationally efficient than other signature algorithms,Enables the key exchange process,,Provides authentication integrity and non-repudiation;Based on elliptic curve cryptography;Specifically designed for creating and verifying digital signatures;More computationally efficient than other signature algorithms,4
acronyms-8,8,Which of the following answers refers to a deprecated stream cipher used in some legacy applications, such as WEP?,RSA,DES,SSL,RC4,,,RC4,1
acronyms-8,9,Which of the answers listed below refers to a wireless network authentication protocol that enhances security by encapsulating the authentication process within an encrypted TLS tunnel?,PEAP,EAP,LEAP,RADIUS,,,PEAP,1
acronyms-8,10,A type of metric used to evaluate the profitability of an investment by comparing the return generated from the investment relative to its cost is referred to as:,ROA,ROI,ROS,ROC,,,ROI,1
acronyms-8,11,Which of the following facilitates the enforcement of mobile device policies and procedures?,MFA,MMC,MDM,MFD,,,MDM,1
acronyms-8,12,Which of the answers listed below refers to an identifier used for objects in a PKI, such as CAs, digital certificates, and public key algorithms?,OID,DN,SAN,GUID,,,OID,1
acronyms-8,13,Which of the following answers refers to a solution designed to strengthen the security of session keys?,ECB,PFS,EFS,PFX,,,PFS,1
acronyms-8,14,Which of the answers listed below refers to a twisted-pair copper cabling type not surrounded by any shielding that would provide protection against interference from outside sources?,STP,Coax,UTP,Twinax,,,UTP,1
acronyms-8,15,Which of the following terms refers to a technology that enables real-time audio and video communication between individuals or groups?,VPC,VTC,VoIP,VDI,,,VTC,1
acronyms-8,16,A dedicated data storage solution that combines multiple disk drive components into a single logical unit to increase volume size performance or reliability is known as:,SAN,RAID,NAS,JBOD,,,RAID,1
acronyms-8,17,Which of the answers listed below can be used to describe XSRF?,Exploits the trust a website has in the user's web browser,A user is tricked by an attacker into submitting unauthorized web requests,Website executes attacker's requests,Exploits the trust a user's web browser has in a website,A malicious script is injected into a trusted website,User's browser executes attacker's script,,A user is tricked by an attacker into submitting unauthorized web requests;Website executes attacker's requests;Exploits the trust a website has in the user's web browser,3
acronyms-8,18,Which of the following answers can be used to describe the characteristics of an XSS attack?,Exploits the trust a user's web browser has in a website,A malicious script is injected into a trusted website,User's browser executes attacker's script,Exploits the trust a website has in the user's web browser,A user is tricked by an attacker into submitting unauthorized web requests,Website executes attacker's requests,,Exploits the trust a user's web browser has in a website;A malicious script is injected into a trusted website;User's browser executes attacker's script,3
acronyms-8,19,Which of the answers listed below refers to an encoding method (and a file format) for storing cryptographic objects such as X.509 certificates CRLs and private keys?,ECB,PEM,FIM,PFS,,,PEM,1
acronyms-8,20,Which of the following answers refers to a centralized server that is used to distribute cryptographic keys and authenticate users and services within a computer network?,PKI,RAS,KDC,NAS,,,KDC,1
acronyms-8,21,An AI feature that enables it to accomplish tasks based on training data without explicit human instructions is called:,AGI,ML,NN,LLM,,,ML,1
acronyms-8,22,Which data packet type is specifically used to detect and prevent network loops in Ethernet networks?,MTU,Jumbo frame,BPDU,Magic packet,,,BPDU,1
acronyms-8,23,Which of the answers listed below refers to a key exchange protocol that generates temporary keys for each session, providing forward secrecy to protect past and future communications?,PFS,SHA,PGP,DHE,,,DHE,1
acronyms-8,24,Which of the following terms refers to a method for managing infrastructure resources through scripts and templates?,IaaS,ML,IaC,SDN,,,IaC,1
acronyms-8,25,Which of the answers listed below refer to the characteristic features of NIDS?,Takes proactive measures to block or mitigate intrusion attempts,Does not take direct action to block or prevent attacks,Generates alerts and notifies security personnel or administrators when suspicious activity is detected,Monitors network traffic without direct involvement in traffic routing or packet modification,Can drop or reject network packets terminate connections or take other actions to stop the attack,Operates in an inline mode actively intercepting and inspecting network traffic,,Does not take direct action to block or prevent attacks;Generates alerts and notifies security personnel or administrators when suspicious activity is detected;Monitors network traffic without direct involvement in traffic routing or packet modification,3
acronyms-8,26,Which of the following answers refers to a cybersecurity framework that combines network and security functions into a single cloud-based service?,SASE,SIEM,SWG,SOAR,,,SASE,1
acronyms-8,27,A process used by organizations to assess and evaluate the potential impact of disruptive incidents or disasters on their critical business functions and operations is referred to as:,BPA,BIA,SLE,BCP,,,BIA,1
acronyms-8,28,Which of the answers listed below refers to one of the last stages in SDLC?,UCD,QA,UAT,AUT,,,UAT,1
acronyms-8,29,Which cipher mode transforms a block cipher into a stream cipher enabling the encryption of individual bits or bytes of data?,CFB,CBC,GCM,ECB,,,CFB,1
acronyms-8,30,Rewriting the destination IP address of incoming data packets commonly utilized to reroute traffic to alternative locations or ports is a characteristic feature of:,IDS,DNAT,QoS,VPN,,,DNAT,1
acronyms-8,31,Which of the following answers refers to a deprecated encryption protocol?,SSH,SHA-256,S/MIME,SSL,,,SSL,1
acronyms-8,32,A collection of precompiled functions designed to be used by more than one Microsoft Windows application simultaneously to save system resources is known as:,DLL,API,INI,EXE,,,DLL,1
acronyms-8,33,Which of the terms listed below refers to a documented plan outlining the steps that should be taken in each phase of a cybersecurity incident?,DRP,IRP,BCP,ERP,,,IRP,1
acronyms-8,34,A block cipher mode that combines a unique counter with encryption key to generate a stream of pseudorandom data blocks which are then used for encrypting data is called:,CBC,GCM,CFB,CTM,,,GCM,1
acronyms-8,35,Which of the following combines a cryptographic hash function with a secret key to provide a means of verifying both the authenticity and integrity of a message or data?,MD5,DSA,HMAC,DES,,,HMAC,1
acronyms-9,1,Which of the following solutions would be best suited for a company that needs comprehensive IT services but lacks qualified IT personnel?,MSA,MaaS,MSP,MSSP,,,MSP,1
acronyms-9,2,Which of the terms listed below refers to a third-party vendor offering IT security management services?,MSP,MaaS,MSA,MSSP,,,MSSP,1
acronyms-9,3,Which of the following acronyms refers to the broad category of hardware and software systems used for monitoring and controlling physical devices processes and industrial operations?,ICS,OT,SCADA,EDR,,,OT,1
acronyms-9,4,Which of the answers listed below refers to a basic method for establishing a dedicated point-to-point link between two networked devices?,PPTP,IGMP,PPP,MPLS,,,PPP,1
acronyms-9,5,Which of the following defines the maximum acceptable amount of data loss measured by a specific point in time before a disaster or outage?,RPO,MTBF,RTO,MTTR,,,RPO,1
acronyms-9,6,Which of the terms listed below refers to a framework for managing access to digital resources?,PAM,SSO,IAM,MFA,,,IAM,1
acronyms-9,7,Which of the following answers refer to SCAP?,A type of security system designed to collect logs and events from various sources,Designed to provide a centralized user interface for accessing collected data,A collection of standards developed by NIST,Provides a common language for communicating security information,Allows different security tools to share data and work together more effectively,Enables real-time threat detection incident response and compliance monitoring,,A collection of standards developed by NIST;Provides a common language for communicating security information;Allows different security tools to share data and work together more effectively,3
acronyms-9,8,A Windows feature used for centrally managing and enforcing policies and settings for users and computers in a network is referred to as:,SAE,NTLM,GPO,SSO,,,GPO,1
acronyms-9,9,Which of the answers listed below refers to a protocol used for automating the issuance and management of certificates within a PKI environment?,PKCS,SCEP,CSR,OCSP,,,SCEP,1
acronyms-9,10,Which of the following answers refer to the characteristic features of RSA?,Asymmetric encryption algorithm,A public key used for encryption and a private key used for decryption,Suitable for bulk data encryption,Used for secure communications digital signatures and key exchange,Symmetric encryption algorithm,A single key used for both encryption and decryption,,Asymmetric encryption algorithm;A public key used for encryption and a private key used for decryption;Used for secure communications digital signatures and key exchange,3
acronyms-9,11,Which of the answers listed below describe the characteristics of a non-persistent VDI?,At the end of a session user desktop reverts to its original state,Each user runs their own copy of virtual desktop,At the end of a session user data and personal settings are saved,Virtual desktop is shared among multiple users,,At the end of a session user desktop reverts to its original state;Virtual desktop is shared among multiple users,2
acronyms-9,12,Which of the following answers refers to an obsolete protocol used for secure data transfer over the web?,SMTPS,SRTP,SHTTP,S/MIME,,,SHTTP,1
acronyms-9,13,In a persistent VDI:,Each user runs their own copy of virtual desktop,At the end of a session user desktop reverts to its original state,Virtual desktop is shared among multiple users,At the end of a session user data and personal settings are saved,,Each user runs their own copy of virtual desktop;At the end of a session user data and personal settings are saved,2
acronyms-9,14,An authentication mechanism that generates one-time passwords based on a counter value and a secret key is known as:,OAuth,HOTP,RADIUS,TOTP,,,HOTP,1
acronyms-9,15,Which of the acronyms listed below refers to a documented process for addressing identified issues and preventing their repetition?,DRP,COOP,QA,CAR,,,CAR,1
acronyms-9,16,Which of the following answers refers to a software tool designed to simplify the process of creating and maintaining online content?,VDI,SaaS,CMS,SDK,,,CMS,1
acronyms-9,17,Which block cipher mode combines CTM for encryption with an authentication mechanism to ensure both data confidentiality and integrity?,CBC,GCM,ECB,CFB,,,GCM,1
acronyms-9,18,The term FPGA refers to a reconfigurable integrated circuit that can be programmed and customized to perform various digital functions and tasks.,True,False,,,,,True,1
acronyms-9,19,Which of the answers listed below refer to SIEM?,Allows different security tools to share data and work together more effectively,Designed to provide a centralized user interface for accessing collected data,A collection of standards developed by NIST,Enables real-time threat detection incident response and compliance monitoring,A type of security system designed to collect logs and events from various sources,Provides a common language for communicating security information,,Designed to provide a centralized user interface for accessing collected data;Enables real-time threat detection incident response and compliance monitoring;A type of security system designed to collect logs and events from various sources,3
acronyms-9,20,Which of the following answers refers to a trusted third-party service for validating user identity in a federated identity system?,RA,IdP,CA,Kerberos,,,IdP,1
acronyms-9,21,Which of the answers listed below refers to a deprecated TLS-based method for securing SMTP?,IDPS,STARTTLS,DKIM,SMTPS,,,SMTPS,1
acronyms-9,22,Which of the following enables running macros in Microsoft Office applications?,DOM,API,DLL,VBA,,,VBA,1
acronyms-9,23,Which of the answers listed below refers to a language used to structure and describe data in a format that is both human- and machine-readable?,HTML,XML,JSON,XHTML,,,XML,1
acronyms-9,24,In SNMP each node in a MIB is uniquely identified by a(n):,OID,IP,OUI,MAC,,,OID,1
acronyms-9,25,Which of the following acronyms refers to a block cipher mode that works by chaining the ciphertext blocks together such that each ciphertext block depends on the previous block?,CBC,GCM,ECB,CFB,,,CBC,1
acronyms-9,26,Which of the answers listed below refers to a dedicated protocol designed for enabling real-time text-based communication over the Internet?,IRC,RTC,IM,MMS,,,IRC,1
acronyms-9,27,A specialized electronic component that accelerates visual rendering is called:,TPU,GPU,DSP,CPU,,,GPU,1
acronyms-9,28,Which of the following answers refers to a protocol that enables the exchange of messages and data between applications running on different OSs and using different programming languages?,VDE,SOAP,VDI,SMTP,,,SOAP,1
